data.programNumber,value_beneficiary
93.882,Public nonprofit institution/organization
93.882,Other public institution/organization
93.882,Federally Recognized Indian Tribal Governments
16.752,Federal
16.752,State
16.752,Local
16.752,Federally Recognized Indian Tribal Governments
12.440,Graduate Student
12.440,U.S. Citizen
12.369,Child (6-15)
12.369,Youth (16-21)
12.369,Education (0-8)
12.369,Education (9-12)
12.369,Education (13+)
12.558,State
12.558,Local
12.558,Education (0-8)
12.558,Education (9-12)
10.143,
95.003,
97.009,Minority group
97.009,"Specialized group (e.g. health professionals, students, veterans)"
15.073,State
97.092,U.S. Territories
97.092,Individual/Family
97.092,Native American Organizations
97.092,Homeowner
97.092,Land/Property Owner
97.092,State
97.092,Local
97.092,Federally Recognized Indian Tribal Governments
97.110,U.S. Territories
97.110,Individual/Family
97.110,Native American Organizations
97.110,Homeowner
97.110,Land/Property Owner
97.110,State
97.110,Local
97.110,Federally Recognized Indian Tribal Governments
97.133,U.S. Territories
97.133,State
97.133,Local
97.133,Federally Recognized Indian Tribal Governments
15.436,State
15.815,Anyone/general public
15.815,Scientist/Researchers
15.815,Engineer/Architect
15.815,Farmer/Rancher/Agriculture Producer
15.815,State
15.815,Education (0-8)
15.815,Education (9-12)
15.815,Education (13+)
15.817,Federal
15.817,Profit organization
15.817,Private nonprofit institution/organization
15.817,Quasi-public nonprofit organization
15.817,Other private institution/organization
15.817,Anyone/general public
15.817,Interstate
15.817,Native American Organizations
15.817,Student/Trainee
15.817,Graduate Student
15.817,Scientist/Researchers
15.817,Intrastate
15.817,State
15.817,U.S. Citizen
15.817,Local
15.817,Sponsored organization
15.817,Public nonprofit institution/organization
15.817,Other public institution/organization
15.817,Federally Recognized Indian Tribal Governments
15.812,Federal
15.812,"Specialized group (e.g. health professionals, students, veterans)"
15.812,Anyone/general public
15.812,Scientist/Researchers
15.812,Industrialist/ Business person
15.812,State
15.812,Local
15.978,Federal
15.978,Private nonprofit institution/organization
15.978,Other private institution/organization
15.978,Anyone/general public
15.978,State
15.978,Local
15.818,Private nonprofit institution/organization
15.818,Anyone/general public
15.818,Scientist/Researchers
15.818,Engineer/Architect
15.818,State
15.818,Local
15.818,Public nonprofit institution/organization
12.333,
15.814,State
15.810,Anyone/general public
15.810,State
15.805,Private nonprofit institution/organization
15.805,State
15.805,Public nonprofit institution/organization
10.977,
16.058,
16.057,Individual/Family
93.645,Individual/Family
93.645,Infant (0-5)
93.645,Child (6-15)
93.645,Youth (16-21)
93.669,Individual/Family
93.669,Infant (0-5)
93.669,Child (6-15)
93.669,Youth (16-21)
93.643,Infant (0-5)
93.643,Child (6-15)
93.643,Youth (16-21)
10.135,Individual/Family
10.135,Minority group
10.135,Federally Recognized Indian Tribal Governments
10.135,Small business
10.135,Profit organization
10.135,Anyone/general public
93.472,Individual/Family
97.127,Anyone/general public
97.127,Minority group
97.127,Education Professional
97.127,Student/Trainee
97.127,Graduate Student
97.127,School
97.127,Child (6-15)
97.127,Youth (16-21)
97.127,Education (0-8)
97.127,Education (9-12)
97.127,Education (13+)
15.621,Federal
15.621,Private nonprofit institution/organization
15.621,Other private institution/organization
15.621,Asian
15.621,State
15.621,Local
15.621,Public nonprofit institution/organization
15.621,Other public institution/organization
15.626,State
15.626,U.S. Territories
15.623,
15.619,Federal
15.619,Private nonprofit institution/organization
15.619,Other private institution/organization
15.619,State
15.619,Local
15.619,Public nonprofit institution/organization
15.619,Other public institution/organization
15.620,Private nonprofit institution/organization
15.620,Anyone/general public
15.620,Public nonprofit institution/organization
15.622,State
15.622,U.S. Territories
15.664,Anyone/general public
15.608,Federal
15.608,Private nonprofit institution/organization
15.608,American Indian
15.608,State
15.608,Local
15.608,Public nonprofit institution/organization
15.605,State
14.023,
15.614,State
15.099,Federally Recognized Indian Tribal Governments
15.099,Rural
15.099,Low Income
15.099,Unemployed
15.099,Anyone/general public
15.099,Minority group
15.099,State
15.615,U.S. Territories
15.615,State
15.647,Federal
15.647,Private nonprofit institution/organization
15.647,Anyone/general public
15.647,State
15.647,Local
15.647,Public nonprofit institution/organization
15.647,Federally Recognized Indian Tribal Governments
15.643,Native American Organizations
15.643,Local
15.643,Public nonprofit institution/organization
15.643,Other public institution/organization
15.643,Federally Recognized Indian Tribal Governments
15.645,
15.651,
97.082,U.S. Territories
97.082,State
97.082,Local
97.082,Federally Recognized Indian Tribal Governments
15.653,Anyone/general public
10.976,
11.023,
10.307,Federal
10.307,Individual/Family
10.307,Private nonprofit institution/organization
10.307,Quasi-public nonprofit organization
10.307,State
10.307,Public nonprofit institution/organization
10.307,Other public institution/organization
10.217,Minority group
10.217,Private nonprofit institution/organization
10.217,Quasi-public nonprofit organization
10.217,Other private institution/organization
10.217,State
10.217,Public nonprofit institution/organization
10.217,Other public institution/organization
10.319,Federal
10.319,Individual/Family
10.319,Profit organization
10.319,Private nonprofit institution/organization
10.319,Quasi-public nonprofit organization
10.319,State
10.319,Public nonprofit institution/organization
10.319,Other public institution/organization
10.322,State
10.322,Other public institution/organization
10.519,School
10.519,Education (13+)
10.220,Minority group
10.220,Private nonprofit institution/organization
10.220,Quasi-public nonprofit organization
10.220,Other private institution/organization
10.220,Native American Organizations
10.220,Other Non-White
10.220,State
10.220,Public nonprofit institution/organization
10.220,Other public institution/organization
10.220,Federally Recognized Indian Tribal Governments
10.233,State
15.875,U.S. Territories
15.875,State
15.875,Local
15.875,Public nonprofit institution/organization
15.671,Federal
15.671,Individual/Family
15.671,Profit organization
15.671,Private nonprofit institution/organization
15.671,Other private institution/organization
15.671,State
15.671,Local
15.671,Public nonprofit institution/organization
15.572,State
15.572,Local
15.572,Federally Recognized Indian Tribal Governments
15.572,Other private institution/organization
15.576,
15.504,Anyone/general public
93.566,Refugee/Alien
10.582,Student/Trainee
10.582,School
93.556,Individual/Family
66.951,Interstate
66.951,Intrastate
66.951,State
66.951,Local
66.951,Public nonprofit institution/organization
66.951,Other public institution/organization
66.951,U.S. Territories
66.951,Private nonprofit institution/organization
66.951,Native American Organizations
66.951,Education (0-8)
66.951,Education (9-12)
66.951,Education (13+)
66.950,Public nonprofit institution/organization
66.950,Private nonprofit institution/organization
66.950,Education (0-8)
66.950,Education (9-12)
66.950,Education (13+)
66.611,State
66.611,Local
66.611,Public nonprofit institution/organization
66.611,Federally Recognized Indian Tribal Governments
66.611,U.S. Territories
66.611,Individual/Family
66.611,Private nonprofit institution/organization
66.610,State
66.610,Local
66.610,Public nonprofit institution/organization
66.610,Federally Recognized Indian Tribal Governments
66.610,U.S. Territories
66.610,Private nonprofit institution/organization
10.137,
10.147,Farmer/Rancher/Agriculture Producer
10.142,
66.959,State
66.959,Local
66.959,Public nonprofit institution/organization
66.959,Other public institution/organization
66.959,Federally Recognized Indian Tribal Governments
66.959,U.S. Territories
66.959,Individual/Family
66.959,Minority group
66.959,Small business
66.959,Private nonprofit institution/organization
66.959,Quasi-public nonprofit organization
66.959,Other private institution/organization
66.959,Anyone/general public
66.959,Native American Organizations
66.959,Builder/Contractor/Developer
66.959,Small Business Person
66.959,Consumer
66.959,Homeowner
66.959,Moderate Income
66.959,Low Income
66.959,"Major Metropolis (over 250,000)"
66.959,Other Urban
66.959,Suburban
66.959,Rural
10.145,
10.117,Federal
10.117,Individual/Family
10.117,Small business
10.117,Profit organization
10.117,Anyone/general public
10.117,Interstate
10.117,Intrastate
10.117,State
10.117,U.S. Citizen
10.117,Local
10.117,Federally Recognized Indian Tribal Governments
10.757,
10.149,Profit organization
93.087,Individual/Family
93.087,"Specialized group (e.g. health professionals, students, veterans)"
93.087,Drug Addict
93.087,Infant (0-5)
93.087,Child (6-15)
93.087,Youth (16-21)
93.567,Refugee/Alien
93.587,Minority group
93.587,Native American Organizations
93.587,American Indian
93.587,Other Non-White
93.587,Federally Recognized Indian Tribal Governments
11.040,
93.600,Individual/Family
93.600,Minority group
93.600,Black
93.600,American Indian
93.600,Spanish Origin
93.600,Asian
93.600,Other Non-White
93.600,Migrant
93.600,U.S. Citizen
93.600,Refugee/Alien
93.600,Women
93.600,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
93.600,Preschool
93.600,Infant (0-5)
93.600,Welfare Recipient
93.600,Low Income
93.600,Education (0-8)
66.129,
15.566,Federal
15.566,Minority group
15.566,State
15.566,Local
15.566,Sponsored organization
15.566,Public nonprofit institution/organization
15.566,Federally Recognized Indian Tribal Governments
15.535,Individual/Family
15.535,State
15.535,Local
15.535,Public nonprofit institution/organization
15.535,Federally Recognized Indian Tribal Governments
93.564,Individual/Family
93.597,Individual/Family
66.125,School
66.125,Education (0-8)
66.125,Education (9-12)
66.125,Education (13+)
66.125,Public nonprofit institution/organization
66.125,Other public institution/organization
66.312,State
66.312,Local
66.312,Federally Recognized Indian Tribal Governments
66.312,U.S. Territories
66.312,Individual/Family
66.312,Minority group
66.312,U.S. Citizen
66.312,Black
66.312,American Indian
66.312,Spanish Origin
66.312,Asian
66.312,Other Non-White
66.312,Moderate Income
66.312,Low Income
66.312,"Major Metropolis (over 250,000)"
66.312,Other Urban
66.312,Rural
66.306,Public nonprofit institution/organization
66.306,U.S. Territories
66.306,Minority group
66.306,Private nonprofit institution/organization
66.306,Black
66.306,Spanish Origin
66.306,Asian
66.306,Other Non-White
66.306,Migrant
66.306,U.S. Citizen
66.306,Women
66.306,School
66.306,Infant (0-5)
66.306,Child (6-15)
66.306,Youth (16-21)
66.306,Senior Citizen (60+)
66.306,Unemployed
66.306,Moderate Income
66.306,Low Income
66.306,"Major Metropolis (over 250,000)"
66.306,Other Urban
66.306,Suburban
66.306,Rural
66.124,State
66.124,Local
66.204,
10.069,Individual/Family
10.069,Farmer/Rancher/Agriculture Producer
10.069,Land/Property Owner
10.069,State
10.069,Local
66.605,Interstate
66.605,State
66.605,Federally Recognized Indian Tribal Governments
66.605,U.S. Territories
66.605,Anyone/general public
66.615,Public nonprofit institution/organization
66.615,Federally Recognized Indian Tribal Governments
66.615,U.S. Territories
66.615,Minority group
66.615,Private nonprofit institution/organization
66.615,Native American Organizations
66.615,Black
66.615,American Indian
66.615,Spanish Origin
66.615,Asian
66.615,Other Non-White
66.615,Women
66.615,Preschool
66.615,School
66.615,Infant (0-5)
66.615,Child (6-15)
66.615,Youth (16-21)
66.615,Senior Citizen (60+)
66.615,Unemployed
66.615,Low Income
66.615,"Major Metropolis (over 250,000)"
66.615,Other Urban
66.615,Rural
66.615,Anyone/general public
66.963,
66.604,Public nonprofit institution/organization
66.604,Federally Recognized Indian Tribal Governments
66.604,U.S. Territories
66.604,Individual/Family
66.604,Minority group
66.604,Private nonprofit institution/organization
66.604,Native American Organizations
66.604,Black
66.604,American Indian
66.604,Spanish Origin
66.604,Other Non-White
